accuracy,precision,recall,f1_score,auc_roc,gender_accuracy_gap,gender_recall_gap,age_accuracy_variance,age_accuracy_range
0.7365186214970366,0.763505602943636,0.676095971563981,0.71714712120022,0.8040330836871559,0.00491231400112857,0.014674208207808515,0.06606732048145363,0.1656488994019022
