baseline_overall_acc,ensemble_overall_acc,baseline_age_gap,ensemble_age_gap,gap_reduction,gap_reduction_pct
0.7365186214970366,0.7288358820516573,0.1656488994019022,0.18571826894793608,-0.02006936954603389,-12.11560693641616
